Aï¿½,ESTADO,Municipio,Cve. Municipio,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Total
2015,Baja California Sur,Los Cabos,3008,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Baja California Sur,Mulegï¿,3002,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Campeche,Calakmul,4010,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Campeche,Calkinï¿,4001,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Campeche,Campeche,4002,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Campeche,Candelaria,4011,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Campeche,Carmen,4003,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Campeche,Champotï¿½,4004,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Campeche,Escï¿½ï¿½r,4009,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Campeche,Hecelchakï¿½,4005,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Campeche,Hopelchï¿½,4006,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Campeche,Palizada,4007,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Campeche,Tenabo,4008,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Chiapas,Acacoyagua,7001,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Chiapas,Acala,7002,0,0,0,0,0,0,0,0,0,0,0,0,0
